Name,Path,Title,Summary,K1,K2,K3,K4,K5
1633,articles/1633.txt,Research from Tel Aviv suggests smell can also boost the brain’s ability to retain its memories," Tel Aviv University and Weizmann Institute of Science, Israel, used a technique called targeted memory reactivation (TMR) to help participants build short-term memory . Smell is a powerful cue for memory and, unlike sound, is unlikely to wake people from their sleep . Researchers exposed 32 people to the smell of a rose while asking them to remember the location of words on a computer screen .",remembering,memory,smell,hippocampus,scent
1634,articles/1634.txt,Early signs of mouth cancer — Oropharyngeal Cancer," The primary symptoms of tongue cancer are a painful tongue and the development of a sore on the tongue . Cancer can develop in two different areas of the tongue, such as front and back . The most common type of cancer is called squamous cell carcinoma . Specific risk factors can increase a person’s likelihood of developing tongue cancer . Smokers who also drink heavily are 15 times more likely to develop oral cancers than other people . Risk factors include: gastroesophageal reflux disease (GERD), betel chewing, a common habit in Southeast Asia, exposure to particular chemicals, including asbestos, sulfuric acid, and formaldehyde . People with tongue cancer will usually require surgery to remove cancerous tissue .",tongue,cancer,carcinoma,oropharyngeal,tumor
1635,articles/1635.txt,The link between e-cigarettes and depression, People who use electronic cigarettes are twice as likely to report clinical depression as those who have never vaped . The correlation was particularly strong among younger people . An estimated 10.8 million people in the US used e-cigarettes in 2016 . The number of high school students who turned to vaping doubled in 2018 .,cigarette,nicotine,cigarettes,vaping,smoking
1636,articles/1636.txt,The link between electronic cigarette use and a higher risk of chronic lung conditions," An extensive new study confirms the link between e-cigarette use and an increased risk of developing chronic lung disease . The study also found that many e-cigarettes users also smoked tobacco, thereby facing an even higher risk of lung problems . The researchers analyzed data of more than 32,000 US adults, as collected via the Population Assessment of Tobacco and Health (PATH) study .",cigarette,tobacco,cigarettes,smoking,smokers
1637,articles/1637.txt,The safety and long-term health effects of using e-cigarettes or other vaping products still aren’t well known," In September 2019, federal and state health authorities began investigating an outbreak of a severe lung disease associated with e-cigarettes and other vaping products . Vaping can have several potential adverse effects on a person’s body, including the heart, lungs, teeth, and gums . The National Academies of Sciences, Engineering, and Medicine presented 47 conclusions about vaping, most of which are negative . However, the long-term consequences of vaping generally remain unknown . Overall, vaping may be better for a person’s lungs than smoking cigarettes . However, researchers must carry out further studies to identify the short- and long-term effects of vaping . Vaping may irritate the gums and throat and may make a person more prone to tooth decay . People who are pregnant, people looking to quit smoking, and children should not start vaping .",vaping,vape,cigarette,nicotine,cigarettes
1638,articles/1638.txt,The effects of vaping on bacteria in the mouth," Researchers from New York University College of Dentistry are the first to show that the use of e-cigarettes may allow infection-causing bacteria to flourish in the mouth . E-cigarettes are popular among cigarette smokers because they offer a nicotine hit without the health risks of tobacco, such as lung damage and a higher risk of cancer .",vaping,tobacco,cigarettes,nicotine,cigarette
1639,articles/1639.txt,The link between smoking cigarettes and depression: a new study — PLOS ONE, A new study finds a link between smoking cigarettes and depression among students in Serbia . Those who smoked were two to three times more likely to have clinical depression than those who had never smoked . The study adds to the growing body of evidence that smoking and depression are linked closely closely .,smoking,tobacco,cigarette,depression,health
164,articles/164.txt,The link between hormonal birth control and later antidepressants use," Some people who use hormonal birth control report experiencing depression as a side effect . Research on the topic has mixed results, so the precise link between depression and birth control remains unclear . A 2018 systematic review suggests the link between progesterone-based contraceptives and depression is less clear . A person who develops depression during or after using birth control may experience symptoms for reasons other than their birth control . Depression is a relatively uncommon birth control side effect, but some studies have documented it as a very real phenomenon . Other possible side effects of birth control include: changes in libido or lubrication during sex, spotting between periods, sore breasts, nausea, headaches, acne, weight gain . People with severe premenstrual syndrome that causes intense pain or mood swings may find that birth control use actually improves their mental health .",hormones,depression,contraceptive,hormonal,antidepressant
1640,articles/1640.txt,How vaping and smoking cigarettes can affect blood donations," If a person smokes cigarettes or vapes, it does not disqualify them from donating blood . Both tobacco cigarettes and e-cigarettes contain harmful chemicals that may affect a person’s blood . People with a history of recreational intravenous drug use are not eligible to donate blood . A person with a high blood pressure is between 90/50 millimeters of mercury (mm Hg) and 80/100 mm Hg . Cannabis use can negatively impact the cardiovascular system by increasing blood pressure and heart rate .",nicotine,cigarettes,cigarette,tobacco,donating
1641,articles/1641.txt,The association between cigarette smoking and the loss of gray or white matter in a person’s brain," Researchers have identified an association between cigarette smoking and the loss of gray or white matter in a person’s brain . The research appears in the journal Neuropsychopharmacology . Previous research has also linked smoking to cognitive and mental health issues, including major depressive disorder, alcohol use disorder, and lower processing speed .",alzheimer,smoking,dementia,cigarette,neuropsychopharmacology
1642,articles/1642.txt,Do we make New Year’s resolutions just to ignore them?," In this feature, we ask whether, statistically speaking, these resolutions work, and what increases the chances of success . Most commonly, it would seem, New Year’s resolutions revolve around weight loss, quitting smoking, reducing drinking, and exercising more . In this article, we will dissect the evidence and answer the question: Should we bother making New Year's resolutions in 2020? A Pennsylvania study found no link between success rate and participants’ sex or age . The type of resolution did not influence how likely they were to succeed . The most successful resolvers used more willpower, stimulus control, reinforcement management, positive thinking, and avoidance strategies . Those who were less successful tended to use more wishful thinking, blame and criticize themselves .",year,2020,january,holiday,motivation
1643,articles/1643.txt,"The Impact of Giving Up Smoking on the Brain, Heart, lungs, and immune system"," Smoking is the leading preventable cause of early disease and death in the United States . More than 480,000 people die in the US each year due to tobacco-related diseases . The number of smokers who have quit is also rising . We discuss the health impact of smoking, including its effects on the brain, heart, lungs, and immune system . Smoking reduces bone density, making the bones weaker and more brittle . The immune system reduces immune function and causes inflammation in the body . This can lead to autoimmune conditions, including Crohn’s disease, rheumatoid arthritis, ulcerative colitis, systemic lupus erythematosus . Quitting smoking, even later in life, can help limit bone loss linked with smoking . Females are more prone to osteoporosis and broken bones . Smoking reduces the amount of oxygen that can reach the skin . This speeds up the aging process and can make skin appear dull or gray . Smoking increases the risk of many types of cancer . Quitting smoking is a different journey for everyone, and what works for one person will not always work for the next .",smoking,nicotine,tobacco,smoker,cigarette
1644,articles/1644.txt,"CBD Is Legal on the Federal Level, but are still legal under some state laws."," Cannabidiol (CBD) is a compound derived from cannabis . CBD users ingest the compound in various ways, including vaping . Some studies suggest CBD may help treat some chronic conditions, such as anxiety and pain . The Centers for Disease Control and Prevention recommend against vaping, as the long-term effects are still unknown . There is a lack of evidence to support the use of vaping CBD for medicinal purposes . Vaping products and e-cigarettes are also not safe for youth, young adults, or anyone who is pregnant . People should be wary of the risks associated with vaping products, and researchers must study the long-term risks .",cbd,cannabis,tetrahydrocannabinol,marijuana,cannabidiol
1645,articles/1645.txt,Cannabis sativa and Cannabis indica," Cannabis sativa and Cannabis indica are two species of cannabis . This means that they share many similar features but have specific and distinct differences . The names “ indica ” and “ sativa ” come from different strains of marijuana . Knowing whether a cannabis plant is from the indica or sativa strain does not provide much information about the relative amounts of THC or CBD it may contain, as people tend to believe . Cannabis ruderalis has origins in cooler parts of the world, such as Russia and the border between Hungary and Ukraine . It does not have very high levels of THC or CBD, but breeders value it for its ability to flower by itself, without assistance from a cultivator . Dr Ethan Russo suggests that researchers cannot and should not categorize cannabis based on its effects .",cannabis,marijuana,indica,sativa,cannabinoid
1646,articles/1646.txt,How to manage nicotine withdrawal symptoms while you quit smoking," When nicotine starts to leave the body after smoking tobacco, people experience physical and psychological withdrawal effects . Each person has a different experience of nicotine withdrawal . Some people will experience mild symptoms for a few days, whereas others may have intense cravings and symptoms that last several weeks . Though it may feel unpleasant, nicotine withdrawal has no health dangers related to it . Quitting nicotine can be difficult because the addiction is both physical and psychological . Many people benefit from various kinds of support during the period of nicotine withdrawal . Treatments for nicotine withdrawal include: NRT, chewing gum, skin patches, inhalators, tablets, nasal or mouth sprays . Counseling can help people to identify and address triggers that are preventing them from quitting . E-cigarettes can be used instead of traditional tobacco products .",nicotine,smoking,withdrawal,cigarette,addiction
1647,articles/1647.txt,What Causes Discolored Spots on the Teeth," Spots of brown discoloration on the teeth are very common . These spots can vary in color from yellowish-brown to black-brown . These stains may become permanent if a person has poor dental hygiene . Many dark-colored foods and drinks contain chemicals called chromogens that can stain tooth enamel . Brown spots on the teeth are often the result of poor oral hygiene, smoking, or consuming many dark foods and drinks . Many over-the-counter products can eliminate tooth discoloration . The easiest way to prevent brown spots is by practicing good oral hygiene . The following can stain the teeth and weaken the enamel .",stains,bleaching,staining,stain,discoloration
1648,articles/1648.txt,How long it takes for the body to remove nicotine," Medical tests can detect nicotine in people’s urine, blood, saliva, hair, nails, and urine . When someone smokes a cigarette, their body absorbs up to 90 percent of the nicotine . The more someone smokes, and the higher the frequency of smoking, the longer nicotine takes to leave the body . Traces of nicotine will linger long after individuals no longer feel the effects . Nicotine tests can also detect nicotine in the body when people have used an electronic cigarette or a vape . Vaping is a relatively recent invention, and so little research has looked into its short- and long-term effects . Researchers do not yet know whether the body processes nicotine differently from cigarettes or vapes . It is difficult to tell how much nicotine people inhale from vaping .",nicotine,cigarettes,cigarette,tobacco,smoking
1649,articles/1649.txt,Are e-cigarettes less harmful than conventional cigarettes that contain tobacco?," Two new studies examine the effect of e-cigarettes on cardiovascular health, more specifically . One study found e-cigs may confer as much and potentially even more harm to users than traditional cigarettes . The best option is to use FDA-approved methods to aid in smoking cessation, along with behavioral counseling .",nicotine,tobacco,cigarette,cigarettes,smoking
165,articles/165.txt,Home Abortion Risks: Alternative Alternatives to Home Abortion," Online sources cite abortion home remedies that claim to be safe and effective . Some suggest consuming fruits, herbs, or supplements in excessive quantities . Others recommend intense exercise or inserting implements through the cervix to the uterus to induce abortion . The World Health Organization report that 47,000 women die every year due to unsafe abortions . An abortion by an unqualified person increases the risk significantly . Medical abortions are an option for women who are up to 10–12 weeks pregnant or less . It is important to note that it is against the law to induce an abortion in many countries . Doctors perform surgical abortions in situations where a medical abortion is not an option . Recovery from a medical or surgical abortion usually takes a couple of weeks .",abortion,abortions,herbal,pregnancy,miscarriage
1650,articles/1650.txt,Cognitive Dissonance and its Effects in Social Psychology," Leon Festinger published his theory of cognitive dissonance in his 1957 book, A Theory of Cognitive Dissonance . It refers to the mental conflict that occurs when a person’s behaviors and beliefs do not align . People experience discomfort when they hold conflicting beliefs or when their actions contradict their beliefs . People attempt to relieve this discomfort in different ways to relieve the discomfort .",dissonance,cognitive,belief,psychology,beliefs
1651,articles/1651.txt,The Health Risks of Marijuana," While marijuana may have both short and long term adverse side effects, there is limited research as to whether using it can cause death . Most experts consider the risk of dying from marijuana itself to be very low . Smoking weed can, however, impair judgment and motor skills, so smoking cannabis before driving may increase risk of an accident . In 2018, a teenager died of dehydration due to cannabinoid hyperemesis syndrome (CHS) A review in Psychiatric Times notes some evidence suggests a correlation between cannabis use and psychiatric conditions . Treatment for cannabis-induced psychosis includes refraining from using cannabis in any form . A 2001 study suggests smoking marijuana could be a rare trigger of a heart attack . A recent 25-year longitudinal study looked at the risk of cardiovascular events in people with a history of marijuana use .",cannabinoid,cannabinoids,cannabis,marijuana,tetrahydrocannabinol
1652,articles/1652.txt,"Chronic bronchitis: Causes, Treatments, and Treatments for Chronic bronchitis"," Chronic bronchitis is a condition that causes inflammation to the linings of the lung’s airways . The inflammation results in a productive cough, wheezing, and trouble breathing . Smoking, exposure to secondhand smoke, fumes, or other pollutants can lead to chronic bronchiti . Currently, there is no cure for the condition but treatments can help manage symptoms . Smoking is one of the primary causes of and risk factors for chronic bronchitis . People can reduce their risk by quitting smoking or never starting to smoke . Eating a healthful diet that includes plenty of fruits, vegetables, and whole grains can help improve overall lung function . A person should see their doctor if they have a cough that lasts longer than a few weeks .",bronchitis,bronchus,asthma,emphysema,pulmonary
1653,articles/1653.txt,The Different Causes of Chest and Back Pain," The exact location of a person’s chest and back pain can be a useful tool in helping diagnose the underlying cause . Pain in the center to left side of the chest could indicate a heart attack . Pain while breathing or coughing could be a symptom of one of the heart conditions below . A pulmonary embolism is a blood clot that has become lodged in an artery within the lungs . This can cause chest and back pain and a range of other symptoms, including: a cough that may produce blood, shortness of breath, a rapid heart rate, excessive sweating, lightheadedness or dizziness, blue discoloration of the lips or nails . Pleurisy usually occurs as a result of a viral infection and usually go away without treatment within a few days . People who experience severe or persistent symptoms should see their doctor . Chest and back pain that occurs during or after eating may be a symptom of one of the following digestive conditions: GERD, hiatal hernia, gallbladder issues, pancreatitis . Shingles is a viral infection that causes a painful rash to develop on the body . Panic attacks are a sudden episode of overwhelming or debilitating fear and anxiety .",angina,anginaunstable,pericarditispericarditis,cardiac,chest
1654,articles/1654.txt,"The Back supports the weight of the body, allowing for flexible movement while protecting vital organs and nerve structures."," The back comprises the spine and spinal nerves, as well as several different muscle groups . This article looks at the anatomy of the back, including bones, muscles, and nerves . It also covers some common conditions and injuries that can affect the back . The spine is composed of 33 bones called vertebrae, which stack together to form the spinal canal . Facet joints connect each vertebra, with fluid supporting the free movement of these joints . The spinal cord runs from the neck down to the lower back and carries out bodily functions . The back consists of the spine, spinal cord, muscles, ligaments, and nerves . Conditions or injuries affecting the back can range from mild to severe . Treatments for back issues will vary depending on the severity of the condition and can include physical therapy, surgical procedures .",spine,spinal,vertebra,spinalis,cervical
1655,articles/1655.txt,Breast Pain in Men and how to treat them," Breast pain in men can have a variety of causes, from muscle strains to a cyst . Gynecomastia is a condition that causes abnormal growth and swelling in the breasts of males of all ages . A cyst is a lump under the skin that contains fluid or air, but sometimes they become sore . A fibroadenoma is the most common type of breast tumors but rare in men . Problems in other areas of the body might also cause breast pain . Doctors look for signs of breast cancer that might include a lump or swelling on the breast or armpit . If the doctor suspects breast cancer, it will require further testing, such as a mammogram, ultrasound scan, or biopsy . Treatment for breast cancer varies depending on the type and severity of the condition .",gynecomastia,breast,soreness,pain,cyst
1656,articles/1656.txt,10 ways to exercise at home while under quarantine or lockdown," Staying home can slow the spread of the coronavirus, and extreme physical distancing can prevent a person from getting the infection . People can perform plenty of exercises at home while under quarantine or lockdown . At a time of immense stress and uncertainty, yoga can ease anxiety and help with physical tension . For those lucky enough to have a garden, gardening is a great way to grow healthful, uncontaminated produce . People who have a yard that offers 6 feet of distance from public areas, such as parks or sidewalks, can safely enjoy outdoor sports . A sedentary lifestyle can destroy a person’s health .",yoga,coronavirus,exercise,stretching,routine
1657,articles/1657.txt,"The symptoms of a concussion, how to spot signs of a concussion in others, and what to do for a concussion"," A concussion is a type of brain injury that can occur due to a direct or indirect blow to the head . People with a concussion may experience loss of consciousness, disorientation, and nausea . The most common symptom is a headache . The time that it takes to recover from a concussion will vary depending on the severity of the injury . After experiencing a concussion, a person should rest for 2 days and then gradually return to normal activities . Most people begin to feel better within 1–2 weeks of the injury . The most common complication of a concussion is postconcussion syndrome . People with SIS may have rapid and severe swelling in the brain .",concussion,headache,dizziness,neurological,numbness
1658,articles/1658.txt,Cardiovascular Exercise a Person Needs to Do To Lose Weight," The amount and duration of cardiovascular exercise a person needs to do to lose weight will vary between individuals . Cardiovascular exercise, or cardio, increases a person’s heart and breathing rate . These exercises typically involve repetitive movements using large muscle groups . Cardio is an excellent way to burn fat and help a person manage their weight . High-intensity interval training (HIIT) is a popular method of exercise for weight loss . It involves doing short bursts of high-intensity activity . Strength and resistance training help the body convert fat to muscle . This will reduce body fat and improve overall physique . People will burn different amounts of calories according to their weight .",cardio,exercising,aerobic,exercise,cardiovascular
1659,articles/1659.txt,"What Causes thumb pain, how to treat it, and when to see a doctor"," A thumb sprain results from stretching or damage to the ligaments of the thumb . A person with a sprained thumb will experience pain, swelling, and bruising . In some cases, a bone within the thumb may be broken or fractured . These injuries can cause intense pain that starts at the site of the damaged bone . Basal joint arthritis (BJA), or thumb arthritis, occurs when the cartilage between the base of the thumb and the wrist wears away . Cartilage is a type of tissue that cushions and lubricates the joints . It allows bones within the joint to move across each other without friction . BJA may cause the following symptoms: pain, stiffness, or swelling, decreased range of motion in the thumb, symptoms that worsen when moving the thumb . Carpal tunnel syndrome (CTS) occurs when inflammation of the wrist compresses the median nerve . This can cause a burning or tingling sensation in the thumb and first three fingers . Other symptoms may include: decreased grip strength, difficulty performing fine motor movements, numbness, pain that radiates up the arm . People who experience more severe symptoms of CTS may require surgery to sever the affected ligament .",thumb,tendon,sprain,arthritis,sprained
166,articles/166.txt,Irregular menstrual cycles are common in young people who have just started to have periods," The average menstrual cycle is 28 days long but can vary from 24 to 38 days . Irregular menstrual cycles are common in young people who have just started to have periods . People tend to have shorter or longer cycles during puberty, which may lead to them having two periods in 1 month . Doctors look for consistent patterns of frequent bleeding before making a diagnosis or suggesting treatments unless there is an infection or more serious issue present .",period,menstrual,cycle,menopause,endometriosis
1660,articles/1660.txt,Arimidex is a treatment for breast cancer that some bodybuilders take to reduce the side effects of anabolic steroids," Arimidex is a treatment for breast cancer that some bodybuilders take to reduce the side effects of anabolic steroids . The drug lowers estrogen levels in the body and can prevent breast growth in males . The FDA has only approved the drug for use in cancer treatment . There are no formal guidelines for its use in bodybuilding . Arimidex can lower the risk of cancer returning or spreading following surgery . It may be part of treatment for postmenopausal women with early or metastatic breast cancer . Sometimes, treatments for other types of cancer, such as ovarian cancer, might include it . The FDA only recommend its use for breast cancer treatment . Some bodybuilders use it to control gynecomastia, which causes males to grow breasts .",arimidex,estrogen,anastrozole,steroid,anabolic
1661,articles/1661.txt,A new study has found that people who walk more also have lower blood pressure, A new study has found that people who walk more also have lower blood pressure . This confirms existing notions that keeping active is good for cardiovascular health . Abnormally high blood pressure (hypertension) affects almost half of the U.S. adult population . The researchers looked at data collected from 638 participants enrolled in the Framingham Heart Study .,cardiovascular,hypertension,exercise,health,cardiology
1662,articles/1662.txt,How OA affects people with osteoarthritis," Osteoarthritis (OA) is a type of arthritis that mainly affects the joints of a person’s hips, hands, and knees . People with OA have an 11% greater risk of premature death than those without the condition . Lack of regular walking is a key contributing factor in this risk, according to the study .",osteoarthritis,arthritis,cartilage,knee,oa
1663,articles/1663.txt,New guidelines align grip strength measurements with the early onset of type 2 diabetes.," Early stage type 2 diabetes may not produce obvious symptoms, making detection difficult and often leading to cardiovascular issues . A reduction in the strength of a person’s grip can be an important diagnostic clue for the disease in adults who appear healthy otherwise . The researchers behind a new study have now identified specific grip strength cut points . The study appears in the American Journal of Preventive Medicine .",diabetes,prediabetes,grip,strength,hypertension
1664,articles/1664.txt,"Military Neck, or cervical kyphosis, is a rare condition that involves an abnormal curvature of the cervical spine, or neck."," Military neck is a rare condition that involves an abnormal curvature of the cervical spine . It can lead to severe disability and reduced quality of life . Causes include poor posture during childhood, abnormally shaped vertebrae, developmental problems with the spine . People with military neck typically experience neck pain and some sensory and motor deficits due to compression of the spinal cord .",neck,spinal,spine,cervical,vertebral
1665,articles/1665.txt,5 Ways to Stay Active and Maintain Your Physical and Mental Well-being," Social distancing measures require citizens around the globe to stay at home . In this situation, how can people stay active and maintain their physical and mental well-being while also protecting themselves and others by staying put? Read our brief “ how-to ” guide for some ideas . The best option will depend on a person’s level of fitness and what they hope to achieve . Pilates, which has become increasingly popular over the past few decades, is a physical training method that can improve balance and posture . There are many different types of yoga, each of which has a different level of intensity and difficulty .",exercise,wellness,fitness,health,aerobic
1666,articles/1666.txt,Best Ways for Males and Females to lose chest fat," A healthful diet and regular exercise can reduce chest fat in most males and females . In some cases, an underlying medical condition might be causing chest fat . The chest muscles are important for lifting, pushing, and controlling arm movements . High intensity interval training (HIIT) can be an effective way to lose fat . Weighted exercises can target these muscles and improve muscle tone . Exercising outdoors is also a good way to increase vitamin D levels from the sunlight . Most people can reduce chest fat through a healthful diet and regular exercise . A possible cause of chest fat in males is gynecomastia, an increased amount of breast gland tissue .",bmi,obesity,chest,underweight,fat
1667,articles/1667.txt,"Sports energy bars and drinks are no better than cheap, carb-rich foods, such as potato pancakes, hash browns, and fries"," Manufacturers of sports energy bars and drinks market them as providing an “ edge ” for amateur and professional athletes . Manufacturers market their products as restoring energy levels after exercise and maximizing athletic performance . University of Montana study found no significant differences between the two diets . The amount of stored glycogen in muscle helps determine performance in aerobic exercise . Potato-based snacks replenished glycogen in the muscles as efficiently as the sports supplements . Eating after exercise is important to restore energy levels . Other relatively cheap, starchy foods, such as bread, pasta, rice, and oats, may be just as good as potato at replenishing glycogen .",aerobic,dietary,athletic,supplement,athlete
1668,articles/1668.txt,How a Spinal Cord Injury affects a person," The symptoms of a spinal cord injury vary from person to person . The spinal cord is a bundle of nerves that sends messages from the brain to other parts of the body . It is vital to a person’s ability to feel and control various body parts, such as the arms, legs, and bladder . Symptoms include extreme pain in the head, neck, or back, weakness or inability to walk, trouble breathing, difficulty with balance and coordination, numbness or tingling in extremities, loss of bladder or bowel control . There are four sections of the spinal cord: cervical spine, thoracic spine, lumbar spine, and sacral spine . Each of the four sections controls different parts of the body . In most cases, a person will lose some or all feeling in the limbs that are below the spine . The location of the injury also determines its type . If a person cannot cough or breathe well after a spinal cord injury, they may not be able to clear their lungs well . This puts them at a higher risk of getting pneumonia . Some people may have blood pressure that is too low, which raises the risk of blood clots and swelling . People can manage many of these complications with the help of medical providers .",spinal,paralysis,spine,injury,rehabilitation
1669,articles/1669.txt,How to Calculate a Healthy percentage of Muscle Mass," Maintaining a healthy percentage of muscle mass has several benefits, such as reducing the risk of age-related muscle loss . Muscle mass refers to the amount of soft muscle tissue in the body . Muscles primarily help with movement, maintaining posture, and supporting bodily functions . There are three main types of muscle: smooth muscle, cardiac muscle, the muscle of the heart, skeletal muscle, which exists throughout the body. Skeletal muscle plays a key role in movement . Exercising the skeletal muscles can increase the body’s mobility, balance, and strength .",muscle,muscles,exercise,exercising,skeletal
167,articles/167.txt,5 Reasons Why the Birth Control Pill might fail," The birth control pill is 99. 7 percent effective with perfect use, according to the CDC . With typical use, the effectiveness of the pill is 91 percent . Missing a few days between packs can make the pill less effective at preventing pregnancy . A person who misses two or more pills in a row should use a backup contraceptive method or avoid sexual intercourse until they have taken the pill for 7 consecutive days . Birth control pills are very effective if a person takes them correctly and does not miss any pill days . The following tips can help prevent unintended pregnancies while taking the pill . If a person misses taking more than one pill, they should use a backup contraceptive method . Other long-term medications and supplements may also affect how well birth control pills work .",contraceptive,contraception,pill,condom,progesterone
1670,articles/1670.txt,How to unlock a hip at home and when to see a doctor," Hip cracking or discomfort may cause someone to want to stretch or “ pop ” their hip back into place . To do this safely at home, it is important to learn the correct techniques . There are several ways a person can unlock their hip at home . As with any stretch, a person should warm up first to help promote blood flow . The ACE recommend the kneeling hip flexor stretch for loosening the hips and helping to promote overall hip health . It is possible to stretch or “ pop ” the hip while standing . A person should warm up for several minutes before stretching the hips . An insufficient warmup can strain and injure the muscles, causing pain .",hip,stretching,stretch,cracking,kneeling
1671,articles/1671.txt,How to Avoid Knee sprains in the Knee," A sprain affecting the knee occurs if a person tears or overstretches a ligament . There are four main ligaments in the knee, and each one plays a vital role in keeping the knee stable . The symptoms of a sprained knee ligament may differ depending on which ligament a person has injured . A knee ligament sprain can occur due to an injury or tear to the ligaments in the knee . At home, people can follow the R. I. C. E. E method: Rest, ice, compression socks, ice and elevation . If the knee does not recover after a few weeks, people should visit a doctor .",ligament,knee,sprain,tendon,sprained
1672,articles/1672.txt,Ovarian Cancer is the tenth most common cancer in women in the United States," Ovarian cancer is cancer that starts in the cells of the ovaries, the almond-sized female organs that produce eggs for reproduction and the hormones estrogen and progesterone . It only accounts for around 3 percent of all cancers in women, but it causes more deaths in women than any other reproductive system cancer . The survival rate for ovarian cancer patients is still poor compared with many other cancers . Laboratory studies have already shown that statins can kill ovarian cancer cells . However, when statins have been tested in human cancer patients, the results have been disappointing . Keele University researchers suggest that there could be a number of reasons for the failure of statins to treat cancer . They suggest that the problem might lie with the size and frequency of dosage to ensure the continual targeting of the HMGCR enzyme .",ovary,ovarian,estrogen,statins,progesterone
1673,articles/1673.txt,Statins for primary cardiovascular prevention in older adults with high blood pressure and moderately high cholesterol," An analysis of data from a clinical trial that compares it with usual care finds no benefit in use of a statin for primary prevention in older adults . Statins are a class of drugs that are used to lower blood levels of cholesterol, most of which is made in the liver . If levels in the blood are too high, they can promote the buildup of plaque in artery walls, raising the risk of heart disease and stroke .",statins,statin,cholesterol,cardiovascular,antihypertensive
1674,articles/1674.txt,Diabetes Prevention Program Outcomes Study (DPPOS)," Statins lower cholesterol by blocking an enzyme called hydroxy-methyl-glutaryl-coenzyme A reductase, which is involved in its manufacture . They also have positive effects on inflammation and oxidative stress . Statins are one of the most widely prescribed types of drug in the US .",statins,statin,cholesterol,atorvastatin,diabetes
1675,articles/1675.txt,Using Pooled Cohort Equations to Assess Cardiovascular Risk," Stanford University School of Medicine in California recently investigated the reliability of so-called pooled cohort equations (PCEs) These equations help doctors to determine each patient’s overall risk of stroke or heart attack . PCEs are based on various datasets, some of which are relatively old . For instance, one included information from people who were aged 30–62 in 1948 .",prescription,aspirin,cardiovascular,cohort,medication
1676,articles/1676.txt,"The effects of the cholesterol-lowering drugs over 6 years in more than 1,000 older people in Australia"," A team from the Garvan Institute of Medical Research and the University of New South Wales, both in Sydney, Australia, led the study . Over 6 years, there was no difference in the rate of decline in memory or global cognition between statin users and never users . For certain individuals, statins may even offer some protection against memory decline, they suggest .",statins,statin,dementia,aging,cognitive
1677,articles/1677.txt,"Hyperlipidemia, or High Cholesterol, refers to elevated levels of fats in the blood."," Hyperlipidemia, or high cholesterol, refers to elevated levels of fats in the blood . Most people do not usually experience any symptoms, but having high cholesterol increases the risk of developing heart disease and stroke . Lifestyle and dietary options are an important way to prevent and treat it . Smoking triggers many problems that contribute to heart disease . It promotes atherosclerosis, increases LDL levels, and encourages inflammation . Quitting smoking will result in higher HDL levels . This may be one reason why the risk of cardiovascular disease (CVD) decreases after a person stops smoking . A balanced diet and regular physical activity may help a person reduce cholesterol . Hyperlipidemia is a major risk factor for heart disease . It refers to excess levels of LDL cholesterol and triglycerides in the blood . Eating too much fat, even if it is “healthful fat, can lead to weight gain, increased adiposity and therefore, adverse metabolic risk . Some ethnic groups, such as French Canadians, Christian Lebanese, and specific populations from South Africa, have a higher risk of familial hyperlipidemic .",hypercholesterolemia,cholesterol,hyperlipidemia,lipoprotein,hypertriglyceridemia
1678,articles/1678.txt,Thousands of people across the United States are diagnosed with Parkinson’s disease every year," Every year, approximately 50,000 people in the US are diagnosed with Parkinson’s disease . Statins are a type of drug commonly used to decrease “bad ” cholesterol levels in the blood . Often prescribed to patients at risk of cardiovascular disease, statins improve blood flow and restore the elasticity of the arteries .",statins,statin,atorvastatin,cholesterol,fluvastatin
1679,articles/1679.txt,How to come off statins for heart attack and stroke," Statins are a class of drug that reduces levels of low-density lipoprotein (LDL) cholesterol in the blood . LDL cholesterol is a waxy, fatty substance that builds up in the walls of arteries . Some people who take statins report having muscle pains, tenderness, or weakness . Statins may, in rare cases, damage the muscles . Hyperglycemia, or increased blood sugar, is a potential side effect . The AHA caution against the use of statins during pregnancy and breastfeeding . Stopping statin treatment can be dangerous for certain people, especially those who have a history of stroke, heart attack, or stenting . Some people have concerns about statins increasing their risk of cancer or dementia . There is no research to suggest that statins increase these risks .",statins,statin,cholesterol,lipoprotein,lipid
168,articles/168.txt,Feeling depressed before and during a menstrual period is common.," Most people who menstruate will experience some symptoms of premenstrual syndrome (PMS), including moodiness and headaches . Severe PMS symptoms may indicate another condition, PMDD . PMDD is a more severe form of PMS and may affect 3–8% of people with menstrual cycles . A period can also cause existing mental health conditions to worsen temporarily . Various treatments are available for depression, PMS, and PMDD . Hormonal changes before a period can make the symptoms of an existing mental health condition worse . PMDD shares many symptoms with PMS including aches and pains, acne, bloating, breast tenderness, constipation or diarrhea, fatigue, food cravings, headaches, lack of concentration, sleep difficulties .",menstruating,premenstrual,menstrual,hormonal,menstruate
